title,company,salary,link,experience,grade,remote,metro,query,skills_found,published_date
Тимлид операционной аналитики (Fulfillment & HR Ops) / Operations Analytics Team Lead,UZUM TECHNOLOGIES. IT,Не указана,https://hh.ru/vacancy/132681455,Опыт более 6 лет,lead,Да,Не указано,data analyst,a/b,
СPO / Head of Product (iGaming),ИП Штергер Евгений Владимирович,Не указана,https://hh.ru/vacancy/132963783,Опыт 3-6 лет,не указан,Да,Не указано,data analyst,a/b,
AI Operations manager в кадровое агентство,Assisteca,Не указана,https://hh.ru/vacancy/132934563,Опыт 3-6 лет,не указан,Да,Библиотека им.Ленина,data analyst,Не найдено,
UX/UI-дизайнер (Middle),ДЖЕЙКЕТ РАБОТА,Не указана,https://hh.ru/vacancy/133095082,Без опыта,middle,Нет,Багратионовская,data analyst,ml,
Инженер по внедрению/SQL разработчик,ics-it,Не указана,https://hh.ru/vacancy/132806658,Опыт 1-3 года,не указан,Да,ВДНХ,data analyst,"sql, jira, etl",
ML-инженер,Ozon Офис и Коммерция,Не указана,https://hh.ru/vacancy/133392771,Опыт 1-3 года,не указан,Да,Деловой центр,data analyst,"postgresql, clickhouse, trino, airflow, kafka, a/b, ml",
Middle+ / Senior Python Developer (Backend + Analytics),AbeloHost B.V.,Не указана,https://hh.ru/vacancy/132764733,Опыт 3-6 лет,senior,Да,Не указано,data analyst,"python, sql, postgresql, clickhouse, api",
Дата-инженер,"""МТС"", Аналитика",Не указана,https://hh.ru/vacancy/131952894,Опыт 1-3 года,не указан,Нет,Пражская,data analyst,"python, sql, superset, airflow, git, etl, api",
Head of Digital Marketing,АНОВО МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ,Не указана,https://hh.ru/vacancy/132634591,Опыт более 6 лет,не указан,Нет,Белорусская,data analyst,Не найдено,
Senior Conversion Specialist / A/B Testing Specialist,Realmo,Не указана,https://hh.ru/vacancy/133405514,Опыт 3-6 лет,senior,Да,Не указано,data analyst,a/b,
"Менеджер по работе с аптечными сетями (Key Account Manager, фарма)",VIATRIS,Не указана,https://hh.ru/vacancy/133241099,Опыт 1-3 года,не указан,Нет,Аэропорт,data analyst,excel,
Менеджер по работе с ключевыми клиентами в канале E-соm,Fleur Alpine,Не указана,https://hh.ru/vacancy/132872763,Опыт 1-3 года,не указан,Нет,Марксистская,data analyst,Не найдено,
Инженер по сопровождению/системный администратор (Olap кубы),USETECH,Не указана,https://hh.ru/vacancy/133391006,Опыт 3-6 лет,не указан,Нет,Технопарк,data analyst,"sql, postgresql, superset, airflow, jira, confluence, etl, ml",
Инженер данных,Российское общество Знание,Не указана,https://hh.ru/vacancy/133411242,Опыт 1-3 года,не указан,Нет,Добрынинская,data analyst,"python, sql, postgresql, clickhouse, datalens, airflow, dbt, pandas, etl",
Head of Business Systems Analysis and Engineering,ООО Брайт Эйдженси,Не указана,https://hh.ru/vacancy/133370044,Опыт более 6 лет,не указан,Нет,Не указано,data analyst,"jira, confluence, api",
Специалист службы технической поддержки,ООО Диджитал медикэл оперейшнс,Не указана,https://hh.ru/vacancy/133347822,Опыт 1-3 года,не указан,Да,Деловой центр,data analyst,sql,
Директор по техническому развитию,ООО Центр Новых Финансовых Сервисов,Не указана,https://hh.ru/vacancy/133361339,Опыт 3-6 лет,не указан,Нет,Не указано,data analyst,Не найдено,
Performance-маркетолог (Специалист по платной рекламе),PETSEE,Не указана,https://hh.ru/vacancy/132564596,Опыт 3-6 лет,не указан,Да,Не указано,data analyst,Не найдено,
IT менеджер,Aston,Не указана,https://hh.ru/vacancy/133042336,Без опыта,не указан,Да,Не указано,data analyst,Не найдено,
Бизнес-ассистент,ООО Гидфинанс,Не указана,https://hh.ru/vacancy/132897513,Опыт 1-3 года,не указан,Нет,Ломоносовский проспект,data analyst,Не найдено,
Дизайнер цифровых продуктов (инвестиции / трейдинг / финтех),ООО Аналитика ИТ Лаб,Не указана,https://hh.ru/vacancy/132993299,Опыт 3-6 лет,не указан,Да,Не указано,data analyst,"jira, confluence",
Разработчик DWH и BI ЕХД Oracle,МТС Банк. IT,Не указана,https://hh.ru/vacancy/133365839,Опыт 3-6 лет,не указан,Да,Автозаводская,data analyst,"sql, oracle, jira, confluence",
Менеджер по маркетингу / Marketing Manager Russia & CIS,DiagnoCat,Не указана,https://hh.ru/vacancy/132763022,Опыт 3-6 лет,не указан,Да,Не указано,data analyst,битрикс,
Руководитель ВЭД/менеджер ВЭД (импорт из Китая)/Таможенный декларант,ООО Интернет РЕВОЛЮЦИЯ,Не указана,https://hh.ru/vacancy/133395536,Опыт 3-6 лет,не указан,Да,Не указано,data analyst,Не найдено,
Главный эксперт экспертизы и анализа данных УВА,АЛРОСА.Офис,Не указана,https://hh.ru/vacancy/131501135,Опыт 3-6 лет,не указан,Нет,Не указано,data analyst,"python, sql, power bi, 1с",
Руководитель группы карточных продуктов,АО Банк ДОМ.РФ Другие подразделения,Не указана,https://hh.ru/vacancy/133320894,Опыт более 6 лет,не указан,Нет,Беговая,data analyst,Не найдено,
Head of Support Automation & AI,Wanted,Не указана,https://hh.ru/vacancy/133388684,Опыт более 6 лет,не указан,Да,Волковская,data analyst,Не найдено,
Senior User Acquisition Manager,Лига Ставок,Не указана,https://hh.ru/vacancy/133208397,Опыт 3-6 лет,senior,Нет,Белорусская,data analyst,excel,
Специалист клиентского сервиса / Оператор 1С (отдел продаж),Integraaal,Не указана,https://hh.ru/vacancy/133344327,Опыт 1-3 года,не указан,Нет,Бутырская,data analyst,"excel, 1с",
Маркетолог по управлению взаимоотношениями с клиентами (CRM-маркетолог),ПАО Аэрофлот,Не указана,https://hh.ru/vacancy/129342286,Опыт 1-3 года,не указан,Нет,Александровский сад,data analyst,Не найдено,
Администратор баз данных (Oracle/Greenplum),Мегаполис,Не указана,https://hh.ru/vacancy/132168094,Опыт 3-6 лет,не указан,Нет,Не указано,data analyst,Не найдено,
Продуктовый дизайнер/Проектировщик интерфейсов,ЦРТ | Группа компаний,Не указана,https://hh.ru/vacancy/132388020,Опыт 3-6 лет,не указан,Нет,Не указано,data analyst,Не найдено,
Teamlead product analytics (monetization),Циан,Не указана,https://hh.ru/vacancy/130926985,Опыт более 6 лет,lead,Да,Преображенская площадь,data analyst,"python, sql, pandas, numpy, a/b",
Senior Product Manager (Fintech / Lending / Cards),Devhunt,Не указана,https://hh.ru/vacancy/133291125,Опыт более 6 лет,senior,Да,Не указано,data analyst,Не найдено,
Менеджер продукта в CRM платформу,Яндекс Такси,Не указана,https://hh.ru/vacancy/133301924,Опыт 3-6 лет,не указан,Нет,Деловой центр,data analyst,ml,
Менеджер по CPA маркетингу (СберПрайм),Сбер для экспертов,Не указана,https://hh.ru/vacancy/133310429,Опыт 1-3 года,не указан,Нет,Не указано,data analyst,Не найдено,
"Product manager/CJE в Дивизион ""Массовый высокодоходный сегмент""",Сбер. Экспертам и руководителям,Не указана,https://hh.ru/vacancy/133316502,Опыт более 6 лет,не указан,Нет,Не указано,data analyst,a/b,
